2025-01-14 00:37:12,337 - b2_model - INFO - Training class distribution: Counter({'l-pass': 378, 'r-pass': 353, 'l-set': 304, 'l-spike': 289, 'r-set': 283, 'r-spike': 261, 'l-winpoint': 161, 'r-winpoint': 123})
2025-01-14 00:37:12,337 - b2_model - INFO - Validation class distribution: Counter({'r-pass': 238, 'l-pass': 222, 'r-spike': 189, 'l-spike': 174, 'r-set': 169, 'l-set': 160, 'l-winpoint': 104, 'r-winpoint': 85})
2025-01-14 00:37:14,105 - b2_model - INFO - Current path: C:\Project\project
2025-01-14 00:37:14,105 - b2_model - INFO - Files in current path: ['.git', '.gitignore', 'app.log', 'dataloading', 'dataset', 'modeling', 'models_trained', 'players_dataset', 'README.md', 'saved_pickles', 'utils']
2025-01-14 00:37:14,105 - b2_model - INFO - No model found starting from scratch
2025-01-14 11:01:52,320 - b2_model - INFO - Evaluating : Epoch 37, Batch 59/84 loss 2.089208610987259 accuracy 0.18125
2025-01-14 11:02:02,980 - b2_model - INFO - Evaluating : Epoch 37, Batch 74/84 loss 2.0890809539202095 accuracy 0.17583333333333334
2025-01-14 11:02:08,278 - b2_model - INFO - Eval Epoch 37: Loss 2.0672596948487416, Accuracy: 0.17747949291573453
2025-01-14 11:02:08,326 - b2_model - INFO - Epoch 38, Current LR: 3.167635202407837e-06
2025-01-14 11:02:40,283 - b2_model - INFO - Training: Epoch 38, Batch 19/135 loss 2.144751837379054 accuracy 0.14375
2025-01-14 11:03:09,992 - b2_model - INFO - Training: Epoch 38, Batch 39/135 loss 2.1296092516336684 accuracy 0.15
2025-01-14 11:03:40,100 - b2_model - INFO - Training: Epoch 38, Batch 59/135 loss 2.1127333681462175 accuracy 0.15208333333333332
2025-01-14 11:04:09,806 - b2_model - INFO - Training: Epoch 38, Batch 79/135 loss 2.1019344073307664 accuracy 0.15625
2025-01-14 11:04:39,327 - b2_model - INFO - Training: Epoch 38, Batch 99/135 loss 2.095241018015929 accuracy 0.156875
2025-01-14 11:05:09,215 - b2_model - INFO - Training: Epoch 38, Batch 119/135 loss 2.0959328402992057 accuracy 0.15989583333333332
2025-01-14 11:05:29,022 - b2_model - INFO - Epoch 38, Loss: 2.082984647044429 Accuracy: 0.1575278810408922
2025-01-14 11:05:42,513 - b2_model - INFO - Evaluating : Epoch 38, Batch 14/84 loss 2.2022526434489658 accuracy 0.19583333333333333
2025-01-14 11:05:54,936 - b2_model - INFO - Evaluating : Epoch 38, Batch 29/84 loss 2.1304992807322534 accuracy 0.18333333333333332
2025-01-14 11:06:07,213 - b2_model - INFO - Evaluating : Epoch 38, Batch 44/84 loss 2.1149549186229706 accuracy 0.18194444444444444
2025-01-14 11:06:18,493 - b2_model - INFO - Evaluating : Epoch 38, Batch 59/84 loss 2.1046085357666016 accuracy 0.18125
2025-01-14 11:06:29,291 - b2_model - INFO - Evaluating : Epoch 38, Batch 74/84 loss 2.1045802944415324 accuracy 0.17583333333333334
2025-01-14 11:06:34,644 - b2_model - INFO - Eval Epoch 38: Loss 2.0839697292872836, Accuracy: 0.17747949291573453
2025-01-14 11:06:34,698 - b2_model - INFO - Epoch 39, Current LR: 2.3757264018058777e-06
2025-01-14 11:07:06,672 - b2_model - INFO - Training: Epoch 39, Batch 19/135 loss 2.2043525796187553 accuracy 0.146875
2025-01-14 11:07:37,020 - b2_model - INFO - Training: Epoch 39, Batch 39/135 loss 2.1428239101018662 accuracy 0.153125
2025-01-14 11:08:06,871 - b2_model - INFO - Training: Epoch 39, Batch 59/135 loss 2.1316890676142806 accuracy 0.15416666666666667
2025-01-14 11:08:36,252 - b2_model - INFO - Training: Epoch 39, Batch 79/135 loss 2.1105412652220905 accuracy 0.15625
2025-01-14 11:09:05,992 - b2_model - INFO - Training: Epoch 39, Batch 99/135 loss 2.1007818176288797 accuracy 0.1575
2025-01-14 11:09:35,453 - b2_model - INFO - Training: Epoch 39, Batch 119/135 loss 2.096367654680204 accuracy 0.16145833333333334
2025-01-14 11:09:55,839 - b2_model - INFO - Epoch 39, Loss: 2.0841249139220626 Accuracy: 0.1621747211895911
2025-01-14 11:10:09,399 - b2_model - INFO - Evaluating : Epoch 39, Batch 14/84 loss 2.1965781279972623 accuracy 0.19583333333333333
2025-01-14 11:10:21,719 - b2_model - INFO - Evaluating : Epoch 39, Batch 29/84 loss 2.12621455768059 accuracy 0.18333333333333332
2025-01-14 11:10:33,933 - b2_model - INFO - Evaluating : Epoch 39, Batch 44/84 loss 2.1107284182851966 accuracy 0.18194444444444444
2025-01-14 11:10:45,103 - b2_model - INFO - Evaluating : Epoch 39, Batch 59/84 loss 2.098968277543278 accuracy 0.18125
2025-01-14 11:10:55,751 - b2_model - INFO - Evaluating : Epoch 39, Batch 74/84 loss 2.099145275515479 accuracy 0.17583333333333334
2025-01-14 11:11:01,109 - b2_model - INFO - Eval Epoch 39: Loss 2.078504971095494, Accuracy: 0.17747949291573453
2025-01-14 11:11:01,162 - b2_model - INFO - Epoch 40, Current LR: 1.7817948013544082e-06
2025-01-14 11:11:33,123 - b2_model - INFO - Training: Epoch 40, Batch 19/135 loss 2.1991258671409204 accuracy 0.15625
2025-01-14 11:12:03,524 - b2_model - INFO - Training: Epoch 40, Batch 39/135 loss 2.149308455296052 accuracy 0.1453125
2025-01-14 11:12:33,434 - b2_model - INFO - Training: Epoch 40, Batch 59/135 loss 2.123751131154723 accuracy 0.159375
2025-01-14 11:13:03,381 - b2_model - INFO - Training: Epoch 40, Batch 79/135 loss 2.1108853515190416 accuracy 0.16328125
2025-01-14 11:13:33,181 - b2_model - INFO - Training: Epoch 40, Batch 99/135 loss 2.111392490791552 accuracy 0.16
2025-01-14 11:14:02,675 - b2_model - INFO - Training: Epoch 40, Batch 119/135 loss 2.0911691078618797 accuracy 0.16458333333333333
2025-01-14 11:14:22,894 - b2_model - INFO - Epoch 40, Loss: 2.073872443481728 Accuracy: 0.16403345724907062
2025-01-14 11:14:36,282 - b2_model - INFO - Evaluating : Epoch 40, Batch 14/84 loss 2.200145857674735 accuracy 0.19583333333333333
2025-01-14 11:14:48,610 - b2_model - INFO - Evaluating : Epoch 40, Batch 29/84 loss 2.1302377232189835 accuracy 0.18333333333333332
2025-01-14 11:15:01,064 - b2_model - INFO - Evaluating : Epoch 40, Batch 44/84 loss 2.1161579950289293 accuracy 0.18194444444444444
2025-01-14 11:15:12,338 - b2_model - INFO - Evaluating : Epoch 40, Batch 59/84 loss 2.1063817092927835 accuracy 0.18125
2025-01-14 11:15:22,971 - b2_model - INFO - Evaluating : Epoch 40, Batch 74/84 loss 2.1072222606555835 accuracy 0.17583333333333334
2025-01-14 11:15:28,304 - b2_model - INFO - Eval Epoch 40: Loss 2.0862486234733035, Accuracy: 0.17747949291573453
2025-01-14 11:15:28,358 - b2_model - INFO - Epoch 41, Current LR: 1.3363461010158061e-06
2025-01-14 11:16:00,097 - b2_model - INFO - Training: Epoch 41, Batch 19/135 loss 2.1824401177858053 accuracy 0.140625
2025-01-14 11:16:30,370 - b2_model - INFO - Training: Epoch 41, Batch 39/135 loss 2.1075119330332828 accuracy 0.1625
2025-01-14 11:17:00,561 - b2_model - INFO - Training: Epoch 41, Batch 59/135 loss 2.0830850378941683 accuracy 0.16458333333333333
2025-01-14 11:17:29,948 - b2_model - INFO - Training: Epoch 41, Batch 79/135 loss 2.092938634413707 accuracy 0.15390625
2025-01-14 11:17:59,585 - b2_model - INFO - Training: Epoch 41, Batch 99/135 loss 2.0973807946600096 accuracy 0.15375
2025-01-14 11:18:29,680 - b2_model - INFO - Training: Epoch 41, Batch 119/135 loss 2.0975405899416497 accuracy 0.15052083333333333
2025-01-14 11:18:49,994 - b2_model - INFO - Epoch 41, Loss: 2.084270989453351 Accuracy: 0.15009293680297398
2025-01-14 11:19:03,522 - b2_model - INFO - Evaluating : Epoch 41, Batch 14/84 loss 2.1913760730198453 accuracy 0.19583333333333333
2025-01-14 11:19:15,807 - b2_model - INFO - Evaluating : Epoch 41, Batch 29/84 loss 2.1221978006691766 accuracy 0.18333333333333332
2025-01-14 11:19:28,056 - b2_model - INFO - Evaluating : Epoch 41, Batch 44/84 loss 2.1083850183270196 accuracy 0.18194444444444444
2025-01-14 11:19:39,280 - b2_model - INFO - Evaluating : Epoch 41, Batch 59/84 loss 2.0978843054528964 accuracy 0.18125
2025-01-14 11:19:49,928 - b2_model - INFO - Evaluating : Epoch 41, Batch 74/84 loss 2.097975985423939 accuracy 0.17583333333333334
2025-01-14 11:19:55,245 - b2_model - INFO - Eval Epoch 41: Loss 2.0778194538184573, Accuracy: 0.17747949291573453
2025-01-14 11:19:55,292 - b2_model - INFO - Epoch 42, Current LR: 1.0022595757618546e-06
2025-01-14 11:20:26,996 - b2_model - INFO - Training: Epoch 42, Batch 19/135 loss 2.169248787980331 accuracy 0.184375
2025-01-14 11:20:56,950 - b2_model - INFO - Training: Epoch 42, Batch 39/135 loss 2.1341691261682754 accuracy 0.159375
2025-01-14 11:21:26,839 - b2_model - INFO - Training: Epoch 42, Batch 59/135 loss 2.1162875446222595 accuracy 0.15520833333333334
2025-01-14 11:21:56,371 - b2_model - INFO - Training: Epoch 42, Batch 79/135 loss 2.111977916729601 accuracy 0.1546875
2025-01-14 11:22:26,126 - b2_model - INFO - Training: Epoch 42, Batch 99/135 loss 2.1125532280315054 accuracy 0.150625
2025-01-14 11:22:56,242 - b2_model - INFO - Training: Epoch 42, Batch 119/135 loss 2.1073721346734953 accuracy 0.1515625
2025-01-14 11:23:16,639 - b2_model - INFO - Epoch 42, Loss: 2.0831732043513544 Accuracy: 0.15473977695167287
2025-01-14 11:23:30,004 - b2_model - INFO - Evaluating : Epoch 42, Batch 14/84 loss 2.1991569570132663 accuracy 0.19583333333333333
2025-01-14 11:23:42,345 - b2_model - INFO - Evaluating : Epoch 42, Batch 29/84 loss 2.127675035904194 accuracy 0.18333333333333332
2025-01-14 11:23:54,638 - b2_model - INFO - Evaluating : Epoch 42, Batch 44/84 loss 2.110225802118128 accuracy 0.18194444444444444
2025-01-14 11:24:05,874 - b2_model - INFO - Evaluating : Epoch 42, Batch 59/84 loss 2.098213628187018 accuracy 0.18125
2025-01-14 11:24:16,595 - b2_model - INFO - Evaluating : Epoch 42, Batch 74/84 loss 2.0968596548647493 accuracy 0.17583333333333334
2025-01-14 11:24:21,943 - b2_model - INFO - Eval Epoch 42: Loss 2.075952104159764, Accuracy: 0.17747949291573453
2025-01-14 11:24:22,005 - b2_model - INFO - Epoch 43, Current LR: 7.516946818213909e-07
2025-01-14 11:24:53,868 - b2_model - INFO - Training: Epoch 43, Batch 19/135 loss 2.190245408760874 accuracy 0.15
2025-01-14 11:25:23,977 - b2_model - INFO - Training: Epoch 43, Batch 39/135 loss 2.1535548858153515 accuracy 0.15
2025-01-14 11:25:53,703 - b2_model - INFO - Training: Epoch 43, Batch 59/135 loss 2.1285345695786555 accuracy 0.15625
2025-01-14 11:26:24,138 - b2_model - INFO - Training: Epoch 43, Batch 79/135 loss 2.12065572074697 accuracy 0.1484375
2025-01-14 11:26:54,256 - b2_model - INFO - Training: Epoch 43, Batch 99/135 loss 2.1154921548535124 accuracy 0.148125
2025-01-14 11:27:23,781 - b2_model - INFO - Training: Epoch 43, Batch 119/135 loss 2.1028416928123024 accuracy 0.15104166666666666
2025-01-14 11:27:43,835 - b2_model - INFO - Epoch 43, Loss: 2.0877423542517204 Accuracy: 0.1538104089219331
2025-01-14 11:27:57,316 - b2_model - INFO - Evaluating : Epoch 43, Batch 14/84 loss 2.1983342426163808 accuracy 0.19583333333333333
2025-01-14 11:28:09,637 - b2_model - INFO - Evaluating : Epoch 43, Batch 29/84 loss 2.125702142715454 accuracy 0.18333333333333332
2025-01-14 11:28:21,880 - b2_model - INFO - Evaluating : Epoch 43, Batch 44/84 loss 2.1075912470167335 accuracy 0.18194444444444444
2025-01-14 11:28:33,049 - b2_model - INFO - Evaluating : Epoch 43, Batch 59/84 loss 2.0950010085509994 accuracy 0.18125
2025-01-14 11:28:43,795 - b2_model - INFO - Evaluating : Epoch 43, Batch 74/84 loss 2.093989610671997 accuracy 0.17583333333333334
2025-01-14 11:28:49,098 - b2_model - INFO - Eval Epoch 43: Loss 2.0734072824319205, Accuracy: 0.17747949291573453
2025-01-14 11:28:49,161 - b2_model - INFO - Epoch 44, Current LR: 5.637710113660432e-07
2025-01-14 11:29:20,885 - b2_model - INFO - Training: Epoch 44, Batch 19/135 loss 2.2085545188502262 accuracy 0.134375
2025-01-14 11:29:51,316 - b2_model - INFO - Training: Epoch 44, Batch 39/135 loss 2.148444820673038 accuracy 0.1390625
2025-01-14 11:30:22,995 - b2_model - INFO - Training: Epoch 44, Batch 59/135 loss 2.122968520148326 accuracy 0.14895833333333333
2025-01-14 11:30:52,587 - b2_model - INFO - Training: Epoch 44, Batch 79/135 loss 2.1106135015246235 accuracy 0.1578125
2025-01-14 11:31:22,576 - b2_model - INFO - Training: Epoch 44, Batch 99/135 loss 2.1117559358327074 accuracy 0.158125
2025-01-14 11:31:52,547 - b2_model - INFO - Training: Epoch 44, Batch 119/135 loss 2.09723303698692 accuracy 0.15989583333333332
2025-01-14 11:32:12,663 - b2_model - INFO - Epoch 44, Loss: 2.083434076662417 Accuracy: 0.1565985130111524
2025-01-14 11:32:26,230 - b2_model - INFO - Evaluating : Epoch 44, Batch 14/84 loss 2.194434242589133 accuracy 0.19583333333333333
2025-01-14 11:32:38,632 - b2_model - INFO - Evaluating : Epoch 44, Batch 29/84 loss 2.1242184227910537 accuracy 0.18333333333333332
2025-01-14 11:32:50,976 - b2_model - INFO - Evaluating : Epoch 44, Batch 44/84 loss 2.108098631555384 accuracy 0.18194444444444444
2025-01-14 11:33:02,414 - b2_model - INFO - Evaluating : Epoch 44, Batch 59/84 loss 2.097153328232846 accuracy 0.18125
2025-01-14 11:33:13,207 - b2_model - INFO - Evaluating : Epoch 44, Batch 74/84 loss 2.0965182136844946 accuracy 0.17583333333333334
2025-01-14 11:33:18,529 - b2_model - INFO - Eval Epoch 44: Loss 2.074691349551791, Accuracy: 0.17747949291573453
2025-01-14 11:33:18,576 - b2_model - INFO - Epoch 45, Current LR: 4.2282825852453237e-07
2025-01-14 11:33:50,859 - b2_model - INFO - Training: Epoch 45, Batch 19/135 loss 2.222168357748734 accuracy 0.15
2025-01-14 11:34:21,466 - b2_model - INFO - Training: Epoch 45, Batch 39/135 loss 2.1795931320924025 accuracy 0.128125
2025-01-14 11:34:51,397 - b2_model - INFO - Training: Epoch 45, Batch 59/135 loss 2.1406894013033075 accuracy 0.14791666666666667
2025-01-14 11:35:21,555 - b2_model - INFO - Training: Epoch 45, Batch 79/135 loss 2.1288408644591708 accuracy 0.14453125
2025-01-14 11:35:51,492 - b2_model - INFO - Training: Epoch 45, Batch 99/135 loss 2.1157324013083874 accuracy 0.154375
2025-01-14 11:36:21,019 - b2_model - INFO - Training: Epoch 45, Batch 119/135 loss 2.1019294862987614 accuracy 0.15677083333333333
2025-01-14 11:36:41,295 - b2_model - INFO - Epoch 45, Loss: 2.088393231674477 Accuracy: 0.15473977695167287
2025-01-14 11:36:54,912 - b2_model - INFO - Evaluating : Epoch 45, Batch 14/84 loss 2.197974818093436 accuracy 0.19583333333333333
2025-01-14 11:37:07,509 - b2_model - INFO - Evaluating : Epoch 45, Batch 29/84 loss 2.1279192957384834 accuracy 0.18333333333333332
2025-01-14 11:37:19,831 - b2_model - INFO - Evaluating : Epoch 45, Batch 44/84 loss 2.111164488575675 accuracy 0.18194444444444444
2025-01-14 11:37:31,137 - b2_model - INFO - Evaluating : Epoch 45, Batch 59/84 loss 2.0986190286733337 accuracy 0.18125
2025-01-14 11:37:41,888 - b2_model - INFO - Evaluating : Epoch 45, Batch 74/84 loss 2.0982745322021277 accuracy 0.17583333333333334
2025-01-14 11:37:47,239 - b2_model - INFO - Eval Epoch 45: Loss 2.077626278003057, Accuracy: 0.17747949291573453
2025-01-14 11:37:47,303 - b2_model - INFO - Epoch 46, Current LR: 3.171211938933993e-07
2025-01-14 11:38:19,704 - b2_model - INFO - Training: Epoch 46, Batch 19/135 loss 2.195406248694972 accuracy 0.15625
2025-01-14 11:38:50,665 - b2_model - INFO - Training: Epoch 46, Batch 39/135 loss 2.1443020288760843 accuracy 0.153125
2025-01-14 11:39:21,074 - b2_model - INFO - Training: Epoch 46, Batch 59/135 loss 2.1288254119582097 accuracy 0.14895833333333333
2025-01-14 11:39:50,955 - b2_model - INFO - Training: Epoch 46, Batch 79/135 loss 2.1076542184322693 accuracy 0.15234375
2025-01-14 11:40:21,088 - b2_model - INFO - Training: Epoch 46, Batch 99/135 loss 2.1022272796341865 accuracy 0.159375
2025-01-14 11:40:51,175 - b2_model - INFO - Training: Epoch 46, Batch 119/135 loss 2.102062232354108 accuracy 0.15833333333333333
2025-01-14 11:41:11,273 - b2_model - INFO - Epoch 46, Loss: 2.083959295131542 Accuracy: 0.15845724907063197
2025-01-14 11:41:25,201 - b2_model - INFO - Evaluating : Epoch 46, Batch 14/84 loss 2.207663757460458 accuracy 0.19583333333333333
2025-01-14 11:41:37,669 - b2_model - INFO - Evaluating : Epoch 46, Batch 29/84 loss 2.1371115404984047 accuracy 0.18333333333333332
2025-01-14 11:41:50,045 - b2_model - INFO - Evaluating : Epoch 46, Batch 44/84 loss 2.120319352908568 accuracy 0.18194444444444444
2025-01-14 11:42:01,465 - b2_model - INFO - Evaluating : Epoch 46, Batch 59/84 loss 2.1083275342391707 accuracy 0.18125
2025-01-14 11:42:12,340 - b2_model - INFO - Evaluating : Epoch 46, Batch 74/84 loss 2.107025384902954 accuracy 0.17583333333333334
2025-01-14 11:42:17,799 - b2_model - INFO - Eval Epoch 46: Loss 2.0876407523949942, Accuracy: 0.17747949291573453
2025-01-14 11:42:17,855 - b2_model - INFO - Epoch 47, Current LR: 2.3784089542004944e-07
2025-01-14 11:42:49,882 - b2_model - INFO - Training: Epoch 47, Batch 19/135 loss 2.188734192597239 accuracy 0.15
2025-01-14 11:43:20,604 - b2_model - INFO - Training: Epoch 47, Batch 39/135 loss 2.1401423521530933 accuracy 0.1546875
2025-01-14 11:43:50,799 - b2_model - INFO - Training: Epoch 47, Batch 59/135 loss 2.1236341444112488 accuracy 0.14270833333333333
2025-01-14 11:44:21,181 - b2_model - INFO - Training: Epoch 47, Batch 79/135 loss 2.119861364364624 accuracy 0.1421875
2025-01-14 11:44:51,773 - b2_model - INFO - Training: Epoch 47, Batch 99/135 loss 2.118549010970376 accuracy 0.140625
2025-01-14 11:45:21,871 - b2_model - INFO - Training: Epoch 47, Batch 119/135 loss 2.1041584485719182 accuracy 0.14427083333333332
2025-01-14 11:45:42,596 - b2_model - INFO - Epoch 47, Loss: 2.0878059475510207 Accuracy: 0.14637546468401488
2025-01-14 11:45:56,271 - b2_model - INFO - Evaluating : Epoch 47, Batch 14/84 loss 2.196013229233878 accuracy 0.19583333333333333
2025-01-14 11:46:08,682 - b2_model - INFO - Evaluating : Epoch 47, Batch 29/84 loss 2.1254455426643633 accuracy 0.18333333333333332
2025-01-14 11:46:21,140 - b2_model - INFO - Evaluating : Epoch 47, Batch 44/84 loss 2.1107557063752953 accuracy 0.18194444444444444
2025-01-14 11:46:32,543 - b2_model - INFO - Evaluating : Epoch 47, Batch 59/84 loss 2.0998222565246842 accuracy 0.18125
2025-01-14 11:46:43,308 - b2_model - INFO - Evaluating : Epoch 47, Batch 74/84 loss 2.100923483436172 accuracy 0.17583333333333334
2025-01-14 11:46:48,660 - b2_model - INFO - Eval Epoch 47: Loss 2.0795138009956906, Accuracy: 0.17747949291573453
2025-01-14 11:46:48,743 - b2_model - INFO - Epoch 48, Current LR: 1.7838067156503708e-07
2025-01-14 11:47:21,253 - b2_model - INFO - Training: Epoch 48, Batch 19/135 loss 2.194282443899857 accuracy 0.18125
2025-01-14 11:47:51,948 - b2_model - INFO - Training: Epoch 48, Batch 39/135 loss 2.1279820509445972 accuracy 0.1640625
2025-01-14 11:48:22,057 - b2_model - INFO - Training: Epoch 48, Batch 59/135 loss 2.102536995532149 accuracy 0.16875
2025-01-14 11:48:52,066 - b2_model - INFO - Training: Epoch 48, Batch 79/135 loss 2.0978412009492704 accuracy 0.1703125
2025-01-14 11:49:22,170 - b2_model - INFO - Training: Epoch 48, Batch 99/135 loss 2.095995149227104 accuracy 0.175625
2025-01-14 11:49:52,157 - b2_model - INFO - Training: Epoch 48, Batch 119/135 loss 2.09610959561933 accuracy 0.17239583333333333
2025-01-14 11:50:12,553 - b2_model - INFO - Epoch 48, Loss: 2.078877227394669 Accuracy: 0.17100371747211895
2025-01-14 11:50:26,124 - b2_model - INFO - Evaluating : Epoch 48, Batch 14/84 loss 2.1952712450708662 accuracy 0.19583333333333333
2025-01-14 11:50:38,525 - b2_model - INFO - Evaluating : Epoch 48, Batch 29/84 loss 2.1244018447810205 accuracy 0.18333333333333332
2025-01-14 11:50:50,918 - b2_model - INFO - Evaluating : Epoch 48, Batch 44/84 loss 2.1092199737375434 accuracy 0.18194444444444444
2025-01-14 11:51:02,276 - b2_model - INFO - Evaluating : Epoch 48, Batch 59/84 loss 2.0976055517035017 accuracy 0.18125
2025-01-14 11:51:13,118 - b2_model - INFO - Evaluating : Epoch 48, Batch 74/84 loss 2.099672452823536 accuracy 0.17583333333333334
2025-01-14 11:51:18,481 - b2_model - INFO - Eval Epoch 48: Loss 2.079780544553484, Accuracy: 0.17747949291573453
2025-01-14 11:51:18,556 - b2_model - INFO - Epoch 49, Current LR: 1.337855036737778e-07
2025-01-14 11:51:50,567 - b2_model - INFO - Training: Epoch 49, Batch 19/135 loss 2.2034055747483907 accuracy 0.153125
2025-01-14 11:52:20,868 - b2_model - INFO - Training: Epoch 49, Batch 39/135 loss 2.1558344730964074 accuracy 0.1296875
2025-01-14 11:52:50,935 - b2_model - INFO - Training: Epoch 49, Batch 59/135 loss 2.1286750486341575 accuracy 0.14791666666666667
2025-01-14 11:53:21,393 - b2_model - INFO - Training: Epoch 49, Batch 79/135 loss 2.1185222275649447 accuracy 0.14375
2025-01-14 11:53:50,948 - b2_model - INFO - Training: Epoch 49, Batch 99/135 loss 2.111515517186637 accuracy 0.14375
2025-01-14 11:54:21,118 - b2_model - INFO - Training: Epoch 49, Batch 119/135 loss 2.1026869481351196 accuracy 0.1421875
2025-01-14 11:54:41,266 - b2_model - INFO - Epoch 49, Loss: 2.086736767380326 Accuracy: 0.1421933085501859
2025-01-14 11:54:54,782 - b2_model - INFO - Evaluating : Epoch 49, Batch 14/84 loss 2.18774037701743 accuracy 0.19583333333333333
2025-01-14 11:55:07,188 - b2_model - INFO - Evaluating : Epoch 49, Batch 29/84 loss 2.1186201366884956 accuracy 0.18333333333333332
2025-01-14 11:55:19,453 - b2_model - INFO - Evaluating : Epoch 49, Batch 44/84 loss 2.1048621508208187 accuracy 0.18194444444444444
2025-01-14 11:55:30,740 - b2_model - INFO - Evaluating : Epoch 49, Batch 59/84 loss 2.094310653411736 accuracy 0.18125
2025-01-14 11:55:41,470 - b2_model - INFO - Evaluating : Epoch 49, Batch 74/84 loss 2.096097433889234 accuracy 0.17583333333333334
2025-01-14 11:55:46,793 - b2_model - INFO - Eval Epoch 49: Loss 2.07588905947549, Accuracy: 0.17747949291573453
2025-01-14 11:55:46,871 - b2_model - INFO - Epoch 50, Current LR: 1.0033912775533337e-07
2025-01-14 11:56:20,202 - b2_model - INFO - Training: Epoch 50, Batch 19/135 loss 2.212860013309278 accuracy 0.15
2025-01-14 11:56:52,740 - b2_model - INFO - Training: Epoch 50, Batch 39/135 loss 2.13031236636333 accuracy 0.16875
2025-01-14 11:57:22,738 - b2_model - INFO - Training: Epoch 50, Batch 59/135 loss 2.1197586766744063 accuracy 0.16354166666666667
2025-01-14 11:57:52,645 - b2_model - INFO - Training: Epoch 50, Batch 79/135 loss 2.107333065588263 accuracy 0.1578125
2025-01-14 11:58:22,965 - b2_model - INFO - Training: Epoch 50, Batch 99/135 loss 2.1077269327760946 accuracy 0.155
2025-01-14 11:58:52,686 - b2_model - INFO - Training: Epoch 50, Batch 119/135 loss 2.1005946738379344 accuracy 0.159375
2025-01-14 11:59:13,211 - b2_model - INFO - Epoch 50, Loss: 2.0837058040830825 Accuracy: 0.15892193308550187
2025-01-14 11:59:26,812 - b2_model - INFO - Evaluating : Epoch 50, Batch 14/84 loss 2.18682622058051 accuracy 0.19583333333333333
2025-01-14 11:59:39,160 - b2_model - INFO - Evaluating : Epoch 50, Batch 29/84 loss 2.1159591633698036 accuracy 0.18333333333333332
2025-01-14 11:59:51,509 - b2_model - INFO - Evaluating : Epoch 50, Batch 44/84 loss 2.100067439404401 accuracy 0.18194444444444444
2025-01-14 12:00:02,907 - b2_model - INFO - Evaluating : Epoch 50, Batch 59/84 loss 2.087932724063679 accuracy 0.18125
2025-01-14 12:00:13,717 - b2_model - INFO - Evaluating : Epoch 50, Batch 74/84 loss 2.0877199720691992 accuracy 0.17583333333333334
2025-01-14 12:00:19,289 - b2_model - INFO - Eval Epoch 50: Loss 2.0668985715934207, Accuracy: 0.17747949291573453
2025-01-14 12:00:19,359 - b2_model - INFO - Epoch 51, Current LR: 7.525434581650003e-08
2025-01-14 12:00:51,221 - b2_model - INFO - Training: Epoch 51, Batch 19/135 loss 2.192136199850785 accuracy 0.153125
2025-01-14 12:01:21,219 - b2_model - INFO - Training: Epoch 51, Batch 39/135 loss 2.1239281434279222 accuracy 0.159375
2025-01-14 12:01:50,760 - b2_model - INFO - Training: Epoch 51, Batch 59/135 loss 2.117116578554703 accuracy 0.159375
2025-01-14 12:02:20,906 - b2_model - INFO - Training: Epoch 51, Batch 79/135 loss 2.1065861937365953 accuracy 0.1671875
2025-01-14 12:02:50,874 - b2_model - INFO - Training: Epoch 51, Batch 99/135 loss 2.0977496558969673 accuracy 0.163125
2025-01-14 12:03:20,500 - b2_model - INFO - Training: Epoch 51, Batch 119/135 loss 2.096890702968886 accuracy 0.16041666666666668
2025-01-14 12:03:41,068 - b2_model - INFO - Epoch 51, Loss: 2.0839979701571996 Accuracy: 0.16403345724907062
2025-01-14 12:03:54,566 - b2_model - INFO - Evaluating : Epoch 51, Batch 14/84 loss 2.194975435733795 accuracy 0.19583333333333333
2025-01-14 12:04:07,020 - b2_model - INFO - Evaluating : Epoch 51, Batch 29/84 loss 2.1232166125856597 accuracy 0.18333333333333332
2025-01-14 12:04:19,318 - b2_model - INFO - Evaluating : Epoch 51, Batch 44/84 loss 2.107929386875846 accuracy 0.18194444444444444
2025-01-14 12:04:30,550 - b2_model - INFO - Evaluating : Epoch 51, Batch 59/84 loss 2.097276837138806 accuracy 0.18125
2025-01-14 12:04:41,241 - b2_model - INFO - Evaluating : Epoch 51, Batch 74/84 loss 2.0989119523280375 accuracy 0.17583333333333334
2025-01-14 12:04:46,640 - b2_model - INFO - Eval Epoch 51: Loss 2.0779098981902715, Accuracy: 0.17747949291573453
2025-01-14 12:04:46,703 - b2_model - INFO - Epoch 52, Current LR: 5.644075936237502e-08
2025-01-14 12:05:18,922 - b2_model - INFO - Training: Epoch 52, Batch 19/135 loss 2.1712527526052376 accuracy 0.1375
2025-01-14 12:05:48,785 - b2_model - INFO - Training: Epoch 52, Batch 39/135 loss 2.136029524680896 accuracy 0.1515625
2025-01-14 12:06:19,554 - b2_model - INFO - Training: Epoch 52, Batch 59/135 loss 2.114449486894123 accuracy 0.15729166666666666
2025-01-14 12:06:49,593 - b2_model - INFO - Training: Epoch 52, Batch 79/135 loss 2.1013968519017667 accuracy 0.15703125
2025-01-14 12:07:19,570 - b2_model - INFO - Training: Epoch 52, Batch 99/135 loss 2.0971991209068683 accuracy 0.165
2025-01-14 12:07:49,195 - b2_model - INFO - Training: Epoch 52, Batch 119/135 loss 2.0926030052810156 accuracy 0.17395833333333333
